fips,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,hud_area_code,countyname,pop,state_alpha,metro
2121799999,508,511,631,836,901,21,NCNTY21217N21217,Taylor County,25405,KY,0
2121999999,461,493,649,820,879,21,NCNTY21219N21219,Todd County,12375,KY,0
2122199999,578,691,869,1239,1477,21,METRO17300M17300,Trigg County,14285,KY,1
2122399999,614,713,872,1174,1331,21,METRO31140M31140,Trimble County,8695,KY,1
2122599999,448,538,631,869,979,21,NCNTY21225N21225,Union County,14915,KY,0
2122799999,625,629,807,1035,1395,21,METRO14540M14540,Warren County,123825,KY,1
2122999999,465,497,654,815,1129,21,NCNTY21229N21229,Washington County,12000,KY,0
2123199999,448,554,631,910,955,21,NCNTY21231N21231,Wayne County,20690,KY,0
2123399999,448,538,631,910,966,21,NCNTY21233N21233,Webster County,13180,KY,0
2123599999,448,554,631,798,1093,21,NCNTY21235N21235,Whitley County,36025,KY,0
2123799999,448,479,631,841,1068,21,NCNTY21237N21237,Wolfe County,7250,KY,0
2123999999,597,678,858,1189,1496,21,METRO30460M30460,Woodford County,25815,KY,1
2200199999,536,539,710,993,1134,22,METRO29180N22001,Acadia Parish,62605,LA,1
2200399999,542,546,710,988,1064,22,NCNTY22003N22003,Allen Parish,25665,LA,0
2200599999,678,765,894,1145,1429,22,METRO12940M12940,Ascension Parish,119130,LA,1
2200799999,598,648,738,1065,1080,22,NCNTY22007N22007,Assumption Parish,22880,LA,0
2200999999,466,551,715,954,1063,22,NCNTY22009N22009,Avoyelles Parish,41095,LA,0
2201199999,606,618,710,1001,1247,22,NCNTY22011N22011,Beauregard Parish,36600,LA,0
2201399999,576,624,710,989,992,22,NCNTY22013N22013,Bienville Parish,13805,LA,0
2201599999,612,739,861,1077,1248,22,METRO43340M43340,Bossier Parish,125700,LA,1
2201799999,612,739,861,1077,1248,22,METRO43340M43340,Caddo Parish,251070,LA,1
2201999999,617,663,837,1063,1245,22,METRO29340M29340,Calcasieu Parish,198755,LA,1
2202199999,562,566,710,1004,1027,22,NCNTY22021N22021,Caldwell Parish,10000,LA,0
2202399999,617,663,837,1063,1245,22,METRO29340M29340,Cameron Parish,6805,LA,1
2202599999,547,569,710,897,1039,22,NCNTY22025N22025,Catahoula Parish,10045,LA,0
2202799999,565,569,749,933,1015,22,NCNTY22027N22027,Claiborne Parish,16295,LA,0
2202999999,576,624,710,914,1039,22,NCNTY22029N22029,Concordia Parish,20210,LA,0
2203199999,612,739,861,1077,1248,22,METRO43340M43340,De Soto Parish,27165,LA,1
2203399999,678,765,894,1145,1429,22,METRO12940M12940,East Baton Rouge Parish,446165,LA,1
2203599999,547,551,710,946,1039,22,NCNTY22035N22035,East Carroll Parish,7320,LA,0
2203799999,678,765,894,1145,1429,22,METRO12940M12940,East Feliciana Parish,19555,LA,1
2203999999,576,593,710,898,1054,22,NCNTY22039N22039,Evangeline Parish,33750,LA,0
2204199999,536,539,710,885,1039,22,NCNTY22041N22041,Franklin Parish,20390,LA,0
2204399999,517,640,794,1044,1184,22,METRO10780M10780,Grant Parish,22305,LA,1
2204599999,606,610,803,1001,1332,22,METRO29180N22045,Iberia Parish,73345,LA,1
2204799999,542,624,710,911,1072,22,METRO12940N22047,Iberville Parish,33120,LA,1
2204999999,576,594,710,945,972,22,NCNTY22049N22049,Jackson Parish,15950,LA,0
2205199999,779,908,1078,1396,1597,22,METRO35380M35380,Jefferson Parish,437040,LA,1
2205399999,606,624,710,996,1000,22,NCNTY22053N22053,Jefferson Davis Parish,31405,LA,0
2205599999,660,795,912,1205,1326,22,METRO29180M29180,Lafayette Parish,238230,LA,1
2205799999,686,690,873,1206,1449,22,METRO26380M26380,Lafourche Parish,98110,LA,1
2205999999,562,566,710,926,1039,22,NCNTY22059N22059,La Salle Parish,14930,LA,0
2206199999,652,656,764,1085,1089,22,NCNTY22061N22061,Lincoln Parish,47535,LA,0
2206399999,678,765,894,1145,1429,22,METRO12940M12940,Livingston Parish,137095,LA,1
2206599999,536,539,710,920,962,22,NCNTY22065N22065,Madison Parish,11615,LA,0
2206799999,606,624,710,980,1039,22,NCNTY22067N22067,Morehouse Parish,26290,LA,0
2206999999,590,638,840,1100,1138,22,NCNTY22069N22069,Natchitoches Parish,39050,LA,0
2207199999,779,908,1078,1396,1597,22,METRO35380M35380,Orleans Parish,388180,LA,1
2207399999,596,600,774,991,1078,22,METRO33740M33740,Ouachita Parish,156435,LA,1
2207599999,779,908,1078,1396,1597,22,METRO35380M35380,Plaquemines Parish,23395,LA,1
2207799999,678,765,894,1145,1429,22,METRO12940M12940,Pointe Coupee Parish,22270,LA,1
2207999999,517,640,794,1044,1184,22,METRO10780M10780,Rapides Parish,132080,LA,1
2208199999,604,608,763,951,1034,22,NCNTY22081N22081,Red River Parish,8725,LA,0
2208399999,536,539,710,885,1247,22,NCNTY22083N22083,Richland Parish,20620,LA,0
2208599999,463,539,710,987,1170,22,NCNTY22085N22085,Sabine Parish,24145,LA,0
2208799999,779,908,1078,1396,1597,22,METRO35380M35380,St. Bernard Parish,45065,LA,1
2208999999,779,908,1078,1396,1597,22,METRO35380M35380,St. Charles Parish,52730,LA,1
2209199999,678,765,894,1145,1429,22,METRO12940M12940,St. Helena Parish,10510,LA,1
2209399999,585,614,809,1008,1197,22,METRO35380N22093,St. James Parish,21485,LA,1
2209599999,779,908,1078,1396,1597,22,METRO35380M35380,St. John the Baptist Parish,43565,LA,1
2209799999,555,559,736,963,997,22,NCNTY22097N22097,St. Landry Parish,83580,LA,0
2209999999,660,795,912,1205,1326,22,METRO29180M29180,St. Martin Parish,53610,LA,1
2210199999,712,724,883,1145,1422,22,NCNTY22101N22101,St. Mary Parish,52580,LA,0
2210399999,779,908,1078,1396,1597,22,METRO35380M35380,St. Tammany Parish,249200,LA,1
2210599999,667,671,871,1085,1180,22,METRO25220M25220,Tangipahoa Parish,128850,LA,1
2210799999,562,566,710,1024,1039,22,NCNTY22107N22107,Tensas Parish,4770,LA,0
2210999999,686,690,873,1206,1449,22,METRO26380M26380,Terrebonne Parish,113065,LA,1
2211199999,596,600,774,991,1078,22,METRO33740M33740,Union Parish,22535,LA,1
2211399999,563,615,710,959,963,22,METRO29180N22113,Vermilion Parish,59840,LA,1
2211599999,729,818,1078,1343,1611,22,NCNTY22115N22115,Vernon Parish,51905,LA,0
2211799999,576,624,710,975,1149,22,NCNTY22117N22117,Washington Parish,46450,LA,0
2211999999,510,597,710,1024,1051,22,METRO43340N22119,Webster Parish,40045,LA,1
2212199999,678,765,894,1145,1429,22,METRO12940M12940,West Baton Rouge Parish,25520,LA,1
2212399999,536,539,710,937,1039,22,NCNTY22123N22123,West Carroll Parish,11275,LA,0
2212599999,678,765,894,1145,1429,22,METRO12940M12940,West Feliciana Parish,15375,LA,1
2212799999,536,539,710,885,1083,22,NCNTY22127N22127,Winn Parish,14630,LA,0
2300102060,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,22940,ME,1
2300119105,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,3910,ME,1
2300129255,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,4355,ME,1
2300138565,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,2300,ME,1
2300138740,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,36210,ME,1
2300140035,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,8870,ME,1
2300140665,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,2075,ME,1
2300140770,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,3135,ME,1
2300144585,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,2990,ME,1
2300146160,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,2590,ME,1
2300160020,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,5520,ME,1
2300164570,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,5010,ME,1
2300177800,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,5745,ME,1
2300179585,613,658,844,1068,1365,23,METRO30340M30340,Androscoggin County,1665,ME,1
2300300800,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,215,ME,0
2300301220,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,180,ME,0
2300301710,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1285,ME,0
2300302760,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,55,ME,0
2300305385,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,680,ME,0
2300307065,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,575,ME,0
2300310565,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,7825,ME,0
2300311020,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,240,ME,0
2300311300,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,315,ME,0
2300311335,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,240,ME,0
2300311785,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,95,ME,0
2300312000,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,485,ME,0
2300313900,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,415,ME,0
2300315395,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,270,ME,0
2300315990,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,95,ME,0
2300319210,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,280,ME,0
2300319420,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,725,ME,0
2300321380,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1175,ME,0
2300325615,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,3365,ME,0
2300325755,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,3980,ME,0
2300326735,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,930,ME,0
2300327120,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,95,ME,0
2300327855,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,0,ME,0
2300328590,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,475,ME,0
2300330690,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,190,ME,0
2300330725,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,110,ME,0
2300332195,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,65,ME,0
2300332685,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,50,ME,0
2300333385,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1595,ME,0
2300333980,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,5910,ME,0
2300335065,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,845,ME,0
2300339300,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,2035,ME,0
2300339965,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,645,ME,0
2300340595,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1020,ME,0
2300341715,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,495,ME,0
2300342450,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,105,ME,0
2300342520,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,3860,ME,0
2300343255,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,2065,ME,0
2300343710,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1400,ME,0
2300343990,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,265,ME,0
2300345180,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,225,ME,0
2300346685,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,680,ME,0
2300347175,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,15,ME,0
2300348120,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,35,ME,0
2300348575,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,400,ME,0
2300348960,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,500,ME,0
2300349415,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,595,ME,0
2300353602,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,110,ME,0
2300354385,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,745,ME,0
2300355435,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,210,ME,0
2300356205,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,55,ME,0
2300357936,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,0,ME,0
2300358060,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,415,ME,0
2300360300,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,330,ME,0
2300360825,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,9245,ME,0
2300362400,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,150,ME,0
2300364780,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,755,ME,0
2300365025,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,290,ME,0
2300365200,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,285,ME,0
2300367790,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,950,ME,0
2300369260,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,560,ME,0
2300369930,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,370,ME,0
2300373472,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,540,ME,0
2300374405,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,245,ME,0
2300378570,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1910,ME,0
2300379270,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,370,ME,0
2300379865,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,535,ME,0
2300380285,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1665,ME,0
2300382770,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,655,ME,0
2300383540,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,80,ME,0
2300383785,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,100,ME,0
2300386865,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,140,ME,0
2300387215,520,602,714,989,1076,23,NCNTY23003N23003,Aroostook County,1030,ME,0
2300502655,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,1460,ME,1
2300507170,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,5345,ME,1
2300508430,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,20525,ME,1
2300510180,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,9235,ME,1
2300511125,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,3865,ME,1
2300512300,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,455,ME,1
2300515430,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,7695,ME,1
2300524495,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,11870,ME,1
2300526525,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,8295,ME,1
2300527025,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,40,ME,1
2300528240,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,17145,ME,1
2300528870,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,8015,ME,1
2300531390,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,4855,ME,1
2300531600,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,2785,ME,1
2300541067,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,255,ME,1
2300548085,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,3945,ME,1
2300548820,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,5680,ME,1
2300553860,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,3715,ME,1
2300560545,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,66715,ME,1
2300560685,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,1710,ME,1
2300561945,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,4495,ME,1
2300566145,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,19620,ME,1
2300566775,776,815,1051,1415,1424,23,METRO38860N23005,Cumberland County,1550,ME,1
2300571990,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,25430,ME,1
2300573670,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,10090,ME,1
2300582105,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,18155,ME,1
2300586025,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,17730,ME,1
2300587845,1072,1167,1516,1982,2413,23,METRO38860MM6400,Cumberland County,8495,ME,1
2300702235,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,560,ME,0
2300710740,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,540,ME,0
2300710915,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,675,ME,0
2300712595,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,1430,ME,0
2300714205,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,100,ME,0
2300716165,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,285,ME,0
2300719865,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,630,ME,0
2300724005,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,460,ME,0
2300724775,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,7625,ME,0
2300734820,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,930,ME,0
2300735625,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,4685,ME,0
2300737025,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,785,ME,0
2300749345,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,1595,ME,0
2300749520,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,900,ME,0
2300751400,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,30,ME,0
2300758445,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,1025,ME,0
2300761840,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,935,ME,0
2300761875,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,165,ME,0
2300765655,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,170,ME,0
2300770760,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,115,ME,0
2300774825,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,1415,ME,0
2300775980,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,645,ME,0
2300781300,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,370,ME,0
2300782235,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,0,ME,0
2300785850,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,4010,ME,0
2300787680,583,619,714,966,967,23,NCNTY23007N23007,Franklin County,105,ME,0
2300901185,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,320,ME,0
2300902165,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,85,ME,0
2300902865,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,5355,ME,0
2300905700,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,2660,ME,0
2300907800,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,855,ME,0
2300907975,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,880,ME,0
2300908815,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,4925,ME,0
2300911265,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1275,ME,0
2300911800,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,135,ME,0
2300914905,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,145,ME,0
2300916935,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1620,ME,0
2300917145,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,2070,ME,0
2300919770,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,380,ME,0
2300920405,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,45,ME,0
2300923200,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,7915,ME,0
2300926350,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1450,ME,0
2300926595,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,45,ME,0
2300928450,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1605,ME,0
2300928975,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,80,ME,0
2300930970,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,2350,ME,0
2300938180,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1620,ME,0
2300943430,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,575,ME,0
2300943578,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,0,ME,0
2300947630,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1840,ME,0
2300953620,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,4,ME,0
2300955505,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,2150,ME,0
2300955855,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,75,ME,0
2300955890,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,780,ME,0
2300957920,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1215,ME,0
2300967300,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1180,ME,0
2300969750,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,370,ME,0
2300972865,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1685,ME,0
2300974580,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1140,ME,0
2300974965,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1065,ME,0
2300975280,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1605,ME,0
2300975455,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,490,ME,0
2300977345,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1400,ME,0
2300977415,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,1775,ME,0
2300978925,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,525,ME,0
2300980040,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,320,ME,0
2300986655,726,759,894,1133,1230,23,NCNTY23009N23009,Hancock County,455,ME,0
2301100590,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,1975,ME,0
2301102100,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,18625,ME,0
2301104020,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,3150,ME,0
2301104475,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2690,ME,0
2301112350,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2705,ME,0
2301112735,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,4265,ME,0
2301113470,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,3375,ME,0
2301124670,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2910,ME,0
2301124950,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,1045,ME,0
2301127085,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,5670,ME,0
2301130550,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2455,ME,0
2301140175,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,3610,ME,0
2301143080,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2555,ME,0
2301146405,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,4085,ME,0
2301147770,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,1585,ME,0
2301154560,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,6220,ME,0
2301159110,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2630,ME,0
2301161700,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2010,ME,0
2301162190,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2555,ME,0
2301163835,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,1060,ME,0
2301168385,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,4275,ME,0
2301178190,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,40,ME,0
2301178745,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,4330,ME,0
2301179025,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,450,ME,0
2301180740,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,16375,ME,0
2301180880,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,1090,ME,0
2301182945,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,3380,ME,0
2301186165,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,2560,ME,0
2301186515,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,7610,ME,0
2301186970,642,650,799,1042,1101,23,NCNTY23011N23011,Kennebec County,6005,ME,0
2301301465,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1360,ME,0
2301309725,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,4835,ME,0
2301315125,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,0,ME,0
2301315780,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1475,ME,0
2301326805,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1035,ME,0
2301333840,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1520,ME,0
2301335135,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,25,ME,0
2301344165,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,80,ME,0
2301347962,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,10,ME,0
2301351620,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,540,ME,0
2301356135,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1560,ME,0
2301363590,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,7205,ME,0
2301363660,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,3355,ME,0
2301365130,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,2585,ME,0
2301372585,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1455,ME,0
2301376365,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,2765,ME,0
2301378115,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,2505,ME,0
2301379130,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1170,ME,0
2301380215,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,4705,ME,0
2301380425,676,706,842,1174,1242,23,NCNTY23013N23013,Knox County,1515,ME,0
2301501010,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,775,ME,0
2301506050,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,3105,ME,0
2301506120,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,1985,ME,0
2301506855,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,820,ME,0
2301507485,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,2730,ME,0
2301516235,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,2015,ME,0
2301518475,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,1790,ME,0
2301522675,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,1080,ME,0
2301532715,698,711,874,1089,1349,23,NCNTY23015N23015,Lincoln County,0,ME,0
